Delivery_ID,Date,Region,Product_Type,Quantity_kg,Distance_km,Vehicle_Type,Weather,Traffic_Level,Logistics_Partner,Temperature_C,Predicted_Time_hr,Delivery_Time_hr,Delay_Min,Fuel_Efficiency_km_per_litre,Fuel_Cost_USD,Customer_Rating,Delivery_Status,Payment_Status
19630,02/07/2023,Enugu,Frozen Fish,263,226,Truck,Sunny,Medium,FishFleet,27.3,4.71,4.71,0,8.74,36.2,5,On-Time,Paid
19631,11/04/2023,Ibadan,Fresh Fish,89,740,Truck,Stormy,Medium,BlueWave Logistics,29.5,12.81,13.34,31.8,8.3,124.82,3.8,Delayed,Paid
19632,29/10/2023,Benin,Frozen Fish,488,594,Van,Sunny,High,MarineXpress,29.3,12.21,13.22,60.6,4.64,179.22,3.1,Delayed,Paid
19633,22/01/2024,Enugu,Fresh Fish,480,21,Truck,Sunny,Low,MarineXpress,29.1,0.31,0.31,0,9.16,3.21,5,On-Time,Paid
19634,22/05/2024,Kano,Frozen Fish,1037,599,Van,Sunny,High,FishFleet,27.2,8.66,10.61,117,11.51,72.86,2,Delayed,Paid
19635,16/05/2024,Port Harcourt,Frozen Fish,494,691,Truck,Sunny,Low,BlueWave Logistics,25.6,10.61,10.61,0,7.26,133.25,5,On-Time,Paid
19636,24/04/2024,Lagos,Frozen Fish,83,332,Truck,Rainy,Medium,EcoMove,26,7.52,8.08,33.6,5.63,82.56,3.3,Delayed,Paid
19637,01/11/2023,Benin,Fresh Fish,111,584,Van,Sunny,Low,FishFleet,34.8,13.9,13.9,0,9.46,86.43,5,On-Time,Paid
19638,29/04/2023,Benin,Frozen Fish,1152,435,Truck,Sunny,Medium,BlueWave Logistics,25.3,7.41,7.41,0,11.19,54.42,5,On-Time,Paid
19639,21/06/2023,Kano,Fresh Fish,1027,509,Van,Sunny,Medium,FishFleet,30.6,8.55,8.55,0,8.53,83.54,4.8,On-Time,Paid
19640,03/06/2024,Lagos,Frozen Fish,1246,387,Truck,Sunny,Low,BlueWave Logistics,25.5,7.39,7.39,0,4.58,118.3,4.5,On-Time,Pending
19641,28/07/2024,Kaduna,Fresh Fish,656,516,Van,Sunny,Low,MarineXpress,24.2,11.8,11.8,0,8.53,84.69,4.4,On-Time,Paid
19642,26/06/2023,Benin,Fresh Fish,356,336,Van,Sunny,High,MarineXpress,27.6,6.98,8.41,85.8,5.43,86.63,2.5,Delayed,Paid
19643,27/07/2023,Lagos,Frozen Fish,402,658,Van,Sunny,Low,BlueWave Logistics,32.5,12.04,12.04,0,5.84,157.74,4.7,On-Time,Paid
19644,01/12/2024,Ibadan,Frozen Fish,1131,583,Truck,Sunny,Low,FishFleet,25,10.3,10.3,0,10.87,75.09,5,On-Time,Pending
19645,11/04/2023,Benin,Frozen Fish,172,228,Truck,Stormy,High,EcoMove,24.5,5.34,7.84,150,7.66,41.67,1,Delayed,Paid
19646,08/01/2024,Enugu,Frozen Fish,52,143,Motorcycle,Sunny,Low,EcoMove,27.7,2.73,2.73,0,10.62,18.85,4.5,On-Time,Paid
19647,15/10/2024,Port Harcourt,Fresh Fish,1096,774,Truck,Sunny,High,BlueWave Logistics,36.1,18.06,18.93,52.2,11.9,91.06,3,Delayed,Paid
19648,27/10/2024,Kano,Fresh Fish,1339,277,Motorcycle,Sunny,High,MarineXpress,35.5,6.74,9.11,142.2,5.69,68.15,1,Delayed,Pending
19649,15/11/2024,Lagos,Frozen Fish,864,686,Van,Sunny,Medium,EcoMove,35.5,13.56,13.56,0,9.49,101.2,5,On-Time,Paid
19650,09/09/2023,Kano,Frozen Fish,1121,129,Van,Rainy,Low,EcoMove,29.1,2.02,2.45,25.8,5.98,30.2,4.3,Delayed,Paid
19651,22/10/2023,Enugu,Frozen Fish,302,283,Motorcycle,Stormy,Low,MarineXpress,35,4.3,5.08,46.8,11.69,33.89,3.4,Delayed,Pending
19652,19/11/2024,Kaduna,Fresh Fish,1161,37,Van,Sunny,Low,BlueWave Logistics,25.8,0.62,0.62,0,7.75,6.68,5,On-Time,Paid
19653,01/04/2023,Port Harcourt,Frozen Fish,359,218,Truck,Stormy,High,BlueWave Logistics,25.6,4.81,8.17,201.6,7.71,39.58,1,Delayed,Paid
19654,02/08/2023,Enugu,Frozen Fish,581,305,Truck,Sunny,Medium,EcoMove,27.7,5.14,5.14,0,11.97,35.67,4.3,On-Time,Paid
19655,01/11/2023,Kaduna,Frozen Fish,246,82,Van,Stormy,Low,EcoMove,26.6,1.38,3.17,107.4,11.31,10.15,1.6,Delayed,Paid
19656,23/06/2023,Kano,Frozen Fish,1460,309,Van,Rainy,Medium,EcoMove,30.1,4.7,5.25,33,7.26,59.59,3.6,Delayed,Paid
19657,01/12/2023,Kaduna,Frozen Fish,985,110,Truck,Sunny,Medium,BlueWave Logistics,24.9,1.58,1.58,0,4.36,35.32,5,On-Time,Paid
19658,11/01/2024,Benin,Frozen Fish,1324,536,Truck,Sunny,Low,EcoMove,30.5,9.23,9.23,0,10.62,70.66,5,On-Time,Paid
19659,19/02/2024,Kaduna,Frozen Fish,512,115,Van,Stormy,Low,BlueWave Logistics,36.4,2,3.58,94.8,7.22,22.3,1.9,Delayed,Paid
19660,03/05/2023,Kaduna,Frozen Fish,1452,185,Van,Sunny,Low,EcoMove,33.7,3.49,3.49,0,4.54,57.05,5,On-Time,Paid
19661,27/08/2023,Benin,Frozen Fish,72,661,Motorcycle,Sunny,Medium,FishFleet,30.2,16.48,16.48,0,4.87,190.02,4.6,On-Time,Paid
19662,11/05/2024,Kaduna,Frozen Fish,749,369,Motorcycle,Sunny,Low,MarineXpress,31.1,7.1,7.1,0,8.27,62.47,4.3,On-Time,Paid
19663,31/05/2023,Benin,Frozen Fish,1240,652,Motorcycle,Sunny,High,MarineXpress,28,11.06,12.52,87.6,8.08,112.97,2.1,Delayed,Paid
19664,14/08/2023,Benin,Frozen Fish,1241,779,Van,Sunny,Low,BlueWave Logistics,29.1,13.05,13.05,0,9.25,117.9,4.7,On-Time,Paid
19665,12/03/2024,Port Harcourt,Frozen Fish,1286,757,Van,Rainy,Medium,BlueWave Logistics,28.7,18.13,19.3,70.2,8.4,126.17,2.3,Delayed,Pending
19666,14/12/2023,Kaduna,Fresh Fish,862,169,Truck,Stormy,Low,MarineXpress,29.9,3.89,4.85,57.6,6.41,36.91,3.3,Delayed,Paid
19667,26/04/2024,Benin,Fresh Fish,86,488,Motorcycle,Sunny,Medium,BlueWave Logistics,31.3,8.51,8.51,0,11.27,60.62,4.1,On-Time,Paid
19668,03/09/2023,Lagos,Frozen Fish,455,309,Motorcycle,Rainy,Low,BlueWave Logistics,24.8,7.67,9.3,97.8,8.21,52.69,2,Delayed,Paid
19669,10/08/2024,Kaduna,Fresh Fish,1125,456,Van,Rainy,Low,BlueWave Logistics,34.2,7.83,9.27,86.4,6.65,96,2.5,Delayed,Paid
19670,12/02/2023,Kaduna,Frozen Fish,1087,34,Van,Sunny,High,BlueWave Logistics,36.5,0.52,1.13,36.6,7.81,6.09,3.8,Delayed,Paid
19671,31/12/2023,Enugu,Frozen Fish,579,568,Motorcycle,Sunny,Medium,EcoMove,20.3,11.63,11.63,0,11.96,66.49,5,On-Time,Paid
19672,04/11/2023,Enugu,Fresh Fish,1187,89,Motorcycle,Rainy,Low,FishFleet,31.6,1.79,2.45,39.6,7.64,16.31,3.8,Delayed,Paid
19673,25/01/2024,Port Harcourt,Frozen Fish,1251,174,Motorcycle,Sunny,Low,BlueWave Logistics,24.2,2.69,2.69,0,5.09,47.86,4.1,On-Time,Pending
19674,07/08/2023,Port Harcourt,Frozen Fish,832,671,Motorcycle,Sunny,Medium,MarineXpress,38.1,9.96,9.96,0,4.91,191.32,5,On-Time,Paid
19675,10/11/2023,Port Harcourt,Fresh Fish,854,775,Van,Sunny,Medium,EcoMove,28,15.34,15.34,0,9.53,113.85,4.7,On-Time,Paid
19676,20/09/2023,Enugu,Fresh Fish,435,355,Van,Sunny,High,BlueWave Logistics,32.3,7.29,8.93,98.4,6.09,81.61,1.2,Delayed,Paid
19677,24/02/2023,Kaduna,Fresh Fish,168,532,Van,Sunny,Medium,MarineXpress,24.9,9.77,9.77,0,6.77,110.01,5,On-Time,Paid
19678,08/02/2024,Enugu,Frozen Fish,1403,721,Van,Sunny,High,FishFleet,24.2,17.21,18.08,52.2,11.84,85.25,3.6,Delayed,Paid
19679,14/06/2024,Lagos,Fresh Fish,81,75,Motorcycle,Sunny,Medium,FishFleet,33.6,1.46,1.46,0,9.49,11.06,4.9,On-Time,Pending
19680,21/07/2023,Kano,Fresh Fish,797,247,Truck,Sunny,Low,MarineXpress,31.5,3.92,3.92,0,6.87,50.33,5,On-Time,Paid
19681,03/01/2023,Enugu,Fresh Fish,802,121,Truck,Sunny,Medium,MarineXpress,33.4,2.24,2.24,0,4.15,40.82,4.9,On-Time,Paid
19682,19/10/2023,Benin,Frozen Fish,1386,614,Van,Stormy,Medium,FishFleet,30.1,9,9.78,46.8,4.09,210.17,3.7,Delayed,Pending
19683,19/03/2024,Enugu,Frozen Fish,295,558,Motorcycle,Stormy,Low,FishFleet,26.9,8.56,9.16,36,6.08,128.49,3.7,Delayed,Paid
19684,26/09/2024,Lagos,Frozen Fish,366,638,Van,Sunny,Low,EcoMove,30.9,13.86,13.86,0,8.75,102.08,5,On-Time,Paid
19685,24/11/2023,Benin,Frozen Fish,822,740,Truck,Stormy,High,FishFleet,29,11.57,13.8,133.8,4.76,217.65,1,Delayed,Paid
19686,13/07/2024,Benin,Fresh Fish,902,113,Van,Sunny,Medium,BlueWave Logistics,29.4,2.6,2.6,0,4.81,32.89,4.8,On-Time,Pending
19687,29/07/2024,Benin,Frozen Fish,865,504,Van,Rainy,Low,MarineXpress,31.7,9.28,10.16,52.8,4.07,173.37,3.1,Delayed,Paid
19688,14/09/2024,Benin,Fresh Fish,345,293,Motorcycle,Sunny,Low,EcoMove,31.9,5.76,5.76,0,8.31,49.36,5,On-Time,Pending
19689,08/03/2023,Ibadan,Fresh Fish,117,33,Motorcycle,Sunny,High,FishFleet,33.1,0.51,2.95,146.4,10.42,4.43,1,Delayed,Paid
19690,25/08/2024,Ibadan,Fresh Fish,913,118,Truck,Sunny,Medium,EcoMove,23.1,1.97,1.97,0,7.62,21.68,4.5,On-Time,Paid
19691,12/09/2023,Benin,Frozen Fish,105,351,Truck,Sunny,Medium,MarineXpress,28.4,5.89,5.89,0,5.59,87.91,5,On-Time,Paid
19692,27/09/2023,Benin,Frozen Fish,706,747,Van,Sunny,Medium,FishFleet,27.4,12.7,12.7,0,6.43,162.64,4.7,On-Time,Pending
19693,17/01/2024,Benin,Fresh Fish,101,198,Van,Sunny,Medium,EcoMove,29.1,3.12,3.12,0,6.68,41.5,5,On-Time,Paid
19694,23/06/2023,Lagos,Fresh Fish,686,524,Truck,Sunny,Medium,BlueWave Logistics,30.4,12.59,12.59,0,6.32,116.08,4.7,On-Time,Paid
19695,28/09/2023,Enugu,Frozen Fish,987,559,Motorcycle,Rainy,Low,FishFleet,25.4,8.83,10.55,103.2,11.44,68.41,1.9,Delayed,Paid
19696,09/03/2024,Kano,Fresh Fish,1490,117,Motorcycle,Sunny,Medium,BlueWave Logistics,26.7,1.72,1.72,0,6.15,26.63,4.6,On-Time,Paid
19697,15/05/2024,Port Harcourt,Frozen Fish,1031,435,Van,Sunny,Medium,FishFleet,35.4,6.75,6.75,0,7.97,76.41,4.8,On-Time,Paid
19698,10/04/2024,Benin,Frozen Fish,1484,784,Truck,Sunny,Low,BlueWave Logistics,36.8,12.35,12.35,0,10.32,106.36,5,On-Time,Paid
19699,27/12/2024,Port Harcourt,Frozen Fish,177,344,Truck,Stormy,Medium,MarineXpress,29.3,5.44,6.43,59.4,10.16,47.4,3.5,Delayed,Paid
19700,27/08/2024,Enugu,Frozen Fish,1024,44,Truck,Stormy,Medium,EcoMove,32.8,0.99,2.68,101.4,8.43,7.31,1.8,Delayed,Paid
19701,21/01/2024,Lagos,Frozen Fish,74,9,Truck,Rainy,Medium,FishFleet,33.1,0.15,1.62,88.2,7.51,1.68,1.2,Delayed,Paid
19702,15/11/2023,Port Harcourt,Frozen Fish,110,444,Motorcycle,Sunny,Medium,EcoMove,27.3,7.75,7.75,0,10.32,60.23,5,On-Time,Paid
19703,24/06/2023,Lagos,Frozen Fish,955,492,Truck,Stormy,Medium,BlueWave Logistics,25.2,9.6,10.24,38.4,11.11,62,3.8,Delayed,Paid
19704,20/05/2023,Benin,Frozen Fish,1409,317,Truck,Rainy,Medium,MarineXpress,33.2,7.24,7.99,45,11.5,38.59,2.8,Delayed,Paid
19705,15/09/2023,Port Harcourt,Frozen Fish,437,626,Truck,Sunny,Low,BlueWave Logistics,27.6,11.16,11.16,0,5.3,165.36,4.9,On-Time,Paid
19706,26/10/2024,Kaduna,Fresh Fish,689,370,Truck,Sunny,High,BlueWave Logistics,27.5,5.33,6.95,97.2,8.86,58.47,1.6,Delayed,Paid
19707,24/05/2023,Lagos,Fresh Fish,720,261,Truck,Rainy,Medium,BlueWave Logistics,32.1,4.45,5.47,61.2,8.6,42.49,2.9,Delayed,Pending
19708,01/11/2023,Kaduna,Fresh Fish,849,677,Motorcycle,Sunny,Medium,MarineXpress,32.6,13.91,13.91,0,4.34,218.39,4.7,On-Time,Pending
19709,11/06/2024,Port Harcourt,Frozen Fish,713,192,Motorcycle,Sunny,Medium,EcoMove,31.9,3.96,3.96,0,5.43,49.5,5,On-Time,Paid
19710,10/02/2023,Port Harcourt,Frozen Fish,364,77,Van,Sunny,Low,FishFleet,24.4,1.74,1.74,0,9.57,11.26,5,On-Time,Paid
19711,07/11/2023,Lagos,Fresh Fish,1276,235,Truck,Sunny,Low,EcoMove,21.2,3.63,3.63,0,5.15,63.88,5,On-Time,Paid
19712,18/03/2024,Kaduna,Fresh Fish,249,38,Van,Stormy,Medium,EcoMove,30.5,0.93,2.63,102,6.24,8.53,1.1,Delayed,Paid
19713,31/08/2024,Kaduna,Fresh Fish,754,76,Motorcycle,Rainy,High,FishFleet,36.1,1.46,4.07,156.6,11.08,9.6,1,Delayed,Paid
19714,21/01/2023,Benin,Fresh Fish,947,488,Motorcycle,Sunny,Low,EcoMove,26.9,9.3,9.3,0,7.31,93.46,4.1,On-Time,Paid
19715,09/07/2023,Benin,Frozen Fish,685,572,Van,Sunny,Medium,FishFleet,34.5,12.19,12.19,0,4.92,162.76,5,On-Time,Paid
19716,15/11/2024,Port Harcourt,Fresh Fish,165,592,Truck,Sunny,Low,MarineXpress,28.7,10.12,10.12,0,5.78,143.39,5,On-Time,Paid
19717,24/12/2024,Enugu,Frozen Fish,1039,360,Motorcycle,Sunny,High,EcoMove,28,7.39,8.2,48.6,8.57,58.81,3.6,Delayed,Paid
19718,07/07/2024,Kaduna,Fresh Fish,458,599,Van,Sunny,Low,FishFleet,31.9,8.58,8.58,0,4.04,207.57,5,On-Time,Paid
19719,10/10/2023,Ibadan,Frozen Fish,614,235,Van,Stormy,Medium,FishFleet,32.9,3.46,4.49,61.8,9.54,34.49,2.8,Delayed,Paid
19720,30/12/2024,Lagos,Frozen Fish,1466,665,Truck,Rainy,Low,EcoMove,31.8,13.12,13.79,40.2,9.21,101.09,4.3,Delayed,Paid
19721,13/06/2023,Benin,Frozen Fish,219,485,Truck,Sunny,Low,EcoMove,30,10.03,10.03,0,8.19,82.91,4.6,On-Time,Pending
19722,04/07/2023,Kano,Frozen Fish,293,495,Van,Rainy,Medium,BlueWave Logistics,27.6,8.61,9.89,76.8,8.26,83.9,2.4,Delayed,Paid
19723,29/05/2023,Port Harcourt,Fresh Fish,1134,712,Truck,Stormy,Low,BlueWave Logistics,28.5,15.46,16.27,48.6,10.98,90.78,3.9,Delayed,Paid
19724,11/03/2023,Lagos,Fresh Fish,1132,392,Van,Rainy,Low,BlueWave Logistics,32.5,6.41,7.88,88.2,10,54.88,1.8,Delayed,Paid
19725,24/02/2024,Enugu,Frozen Fish,986,752,Van,Sunny,Medium,BlueWave Logistics,29.6,12.41,12.41,0,6.09,172.87,4.6,On-Time,Paid
19726,13/08/2024,Enugu,Frozen Fish,124,181,Motorcycle,Sunny,High,EcoMove,30.9,2.94,5.38,146.4,11.2,22.63,1,Delayed,Pending
19727,28/11/2023,Kaduna,Frozen Fish,419,15,Truck,Sunny,Medium,EcoMove,35.6,0.36,0.36,0,7.08,2.97,5,On-Time,Paid
19728,30/08/2023,Enugu,Frozen Fish,1286,639,Van,Sunny,High,BlueWave Logistics,31.9,15.88,17.86,118.8,7.13,125.47,1.8,Delayed,Paid
19729,23/08/2024,Benin,Fresh Fish,175,222,Truck,Stormy,Low,MarineXpress,36.7,3.46,4.53,64.2,7.83,39.69,2.6,Delayed,Paid
19730,01/12/2023,Enugu,Frozen Fish,1225,137,Motorcycle,Sunny,Medium,EcoMove,28.5,3.12,3.12,0,9.01,21.29,5,On-Time,Paid
19731,28/04/2023,Lagos,Frozen Fish,165,576,Van,Sunny,Low,MarineXpress,39.2,9.23,9.23,0,4.63,174.17,5,On-Time,Paid
19732,10/02/2023,Port Harcourt,Fresh Fish,649,162,Truck,Sunny,Medium,MarineXpress,28.6,3.57,3.57,0,8.15,27.83,4.6,On-Time,Paid
19733,07/07/2024,Ibadan,Frozen Fish,909,582,Van,Rainy,Medium,BlueWave Logistics,32.2,12.02,12.93,54.6,5.75,141.7,4.1,Delayed,Paid
19734,09/01/2023,Ibadan,Frozen Fish,611,476,Van,Rainy,Low,EcoMove,31.9,7.04,7.63,35.4,7,95.2,4,Delayed,Paid
19735,24/11/2024,Port Harcourt,Fresh Fish,813,148,Van,Sunny,High,MarineXpress,24.9,2.8,4.83,121.8,10.26,20.19,1,Delayed,Paid
19736,29/07/2023,Port Harcourt,Fresh Fish,624,214,Motorcycle,Sunny,Low,BlueWave Logistics,30.4,3.74,3.74,0,5.51,54.37,4.6,On-Time,Paid
19737,01/07/2023,Kaduna,Fresh Fish,242,336,Motorcycle,Rainy,Medium,MarineXpress,38.6,7.77,9.5,103.8,10.12,46.48,1.4,Delayed,Paid
19738,04/12/2024,Port Harcourt,Frozen Fish,404,94,Truck,Sunny,High,BlueWave Logistics,29,1.93,3.39,87.6,8.75,15.04,2.2,Delayed,Paid
19739,04/06/2024,Enugu,Fresh Fish,107,16,Van,Stormy,Low,MarineXpress,26.2,0.32,1.49,70.2,7.72,2.9,2.1,Delayed,Paid
19740,15/03/2023,Enugu,Frozen Fish,542,30,Van,Sunny,Medium,EcoMove,34.4,0.68,0.68,0,7.75,5.42,5,On-Time,Paid
19741,18/08/2024,Ibadan,Frozen Fish,1277,328,Van,Sunny,Medium,EcoMove,29.9,6.22,6.22,0,7.21,63.69,4.5,On-Time,Paid
19742,22/08/2024,Port Harcourt,Fresh Fish,1375,255,Motorcycle,Rainy,Low,EcoMove,33.7,4.86,5.6,44.4,7.79,45.83,3.8,Delayed,Paid
19743,23/07/2024,Kaduna,Frozen Fish,1418,246,Van,Stormy,Medium,MarineXpress,29.5,3.64,4.26,37.2,9.88,34.86,3.7,Delayed,Pending
19744,08/06/2023,Enugu,Fresh Fish,1357,543,Truck,Sunny,Medium,EcoMove,28.1,8.11,8.11,0,7.56,100.56,5,On-Time,Paid
19745,30/05/2023,Kaduna,Frozen Fish,169,569,Van,Rainy,Medium,EcoMove,23.6,13.22,13.85,37.8,6.79,117.32,3.4,Delayed,Paid
19746,04/09/2024,Benin,Frozen Fish,257,89,Truck,Sunny,Medium,BlueWave Logistics,24.3,1.93,1.93,0,10.76,11.58,4.9,On-Time,Paid
19747,28/05/2024,Lagos,Frozen Fish,876,180,Truck,Sunny,Low,MarineXpress,31.2,3.87,3.87,0,7.45,33.83,5,On-Time,Paid
19748,18/10/2023,Benin,Fresh Fish,821,297,Van,Sunny,Medium,MarineXpress,25.8,4.35,4.35,0,10.7,38.86,5,On-Time,Paid
19749,04/02/2024,Enugu,Frozen Fish,730,49,Truck,Stormy,Medium,MarineXpress,25.7,0.99,2.4,84.6,4.8,14.29,2.4,Delayed,Paid
19750,19/05/2023,Enugu,Fresh Fish,1186,719,Van,Sunny,Medium,MarineXpress,32,13.16,13.16,0,10.28,97.92,5,On-Time,Paid
19751,04/04/2024,Enugu,Fresh Fish,621,647,Motorcycle,Sunny,High,EcoMove,33.2,11.97,13.15,70.8,6.01,150.72,3.2,Delayed,Paid
19752,21/08/2024,Ibadan,Fresh Fish,1391,394,Motorcycle,Sunny,Medium,EcoMove,24.5,9.2,9.2,0,6.65,82.95,4.9,On-Time,Paid
19753,29/03/2023,Ibadan,Fresh Fish,581,466,Truck,Rainy,Medium,EcoMove,28.2,8.77,10.35,94.8,9.88,66.03,2.2,Delayed,Paid
19754,12/01/2023,Enugu,Frozen Fish,1291,394,Van,Stormy,Medium,MarineXpress,27,7.74,9.45,102.6,11.54,47.8,2.2,Delayed,Pending
19755,16/12/2024,Enugu,Frozen Fish,184,593,Van,Sunny,Medium,BlueWave Logistics,35.9,10.59,10.59,0,6.5,127.72,5,On-Time,Pending
19756,07/04/2023,Lagos,Frozen Fish,400,161,Van,Sunny,Medium,MarineXpress,31.7,2.32,2.32,0,4.47,50.43,4.7,On-Time,Paid
19757,08/11/2024,Lagos,Fresh Fish,623,165,Truck,Rainy,Low,BlueWave Logistics,31.5,2.76,4.31,93,6.47,35.7,1.3,Delayed,Paid
19758,29/04/2023,Kaduna,Fresh Fish,693,533,Truck,Sunny,Medium,EcoMove,33.6,7.87,7.87,0,6.38,116.96,4.2,On-Time,Paid
19759,07/05/2024,Port Harcourt,Fresh Fish,249,783,Van,Stormy,Low,EcoMove,24.6,18.68,20.29,96.6,4.57,239.87,1.8,Delayed,Paid
19760,06/12/2023,Kaduna,Frozen Fish,292,639,Van,Sunny,Low,FishFleet,28.1,14.63,14.63,0,7.85,113.96,5,On-Time,Paid
19761,22/02/2023,Ibadan,Fresh Fish,1215,227,Van,Sunny,High,MarineXpress,22.1,4.3,5.51,72.6,7.09,44.82,3.2,Delayed,Paid
19762,05/05/2023,Kano,Frozen Fish,1322,752,Van,Rainy,Medium,MarineXpress,30.4,17.1,17.71,36.6,6.02,174.88,3.6,Delayed,Paid
19763,04/09/2024,Lagos,Frozen Fish,903,128,Motorcycle,Rainy,Low,FishFleet,28.9,2.6,3.2,36,6.45,27.78,4.5,Delayed,Paid
19764,10/08/2024,Kaduna,Fresh Fish,1062,154,Motorcycle,Sunny,High,MarineXpress,25.2,2.76,4.49,103.8,9.29,23.21,1.2,Delayed,Paid
19765,06/12/2023,Port Harcourt,Frozen Fish,139,434,Truck,Rainy,Low,EcoMove,25.9,6.99,7.88,53.4,11.59,52.42,2.2,Delayed,Paid
19766,01/12/2023,Port Harcourt,Frozen Fish,643,551,Van,Sunny,Medium,MarineXpress,31.2,8.14,8.14,0,8.38,92.05,5,On-Time,Paid
19767,30/06/2024,Lagos,Frozen Fish,1094,531,Van,Sunny,Medium,BlueWave Logistics,33.7,10.02,10.02,0,7.9,94.1,5,On-Time,Paid
19768,19/03/2024,Lagos,Frozen Fish,1136,392,Truck,Sunny,Medium,MarineXpress,29.3,6.95,6.95,0,11.95,45.92,5,On-Time,Paid
19769,26/01/2023,Benin,Frozen Fish,352,273,Van,Rainy,Medium,MarineXpress,35.3,4.4,4.82,25.2,9.18,41.63,3.6,Delayed,Paid
19770,27/05/2023,Kano,Frozen Fish,374,545,Truck,Rainy,Low,FishFleet,28.5,8.57,10.05,88.8,8.02,95.14,1.8,Delayed,Paid
19771,15/08/2023,Lagos,Frozen Fish,832,310,Truck,Sunny,Medium,FishFleet,27.8,5.7,5.7,0,10.13,42.84,4.6,On-Time,Paid
19772,19/02/2024,Benin,Fresh Fish,309,20,Truck,Sunny,High,EcoMove,33.1,0.38,2.66,136.8,10.18,2.75,1,Delayed,Paid
19773,09/03/2023,Port Harcourt,Frozen Fish,944,517,Truck,Stormy,Low,FishFleet,30.2,12.87,13.47,36,5.65,128.11,4,Delayed,Paid
19774,03/07/2024,Kano,Fresh Fish,1245,38,Van,Sunny,Low,BlueWave Logistics,29.7,0.57,0.57,0,6.45,8.25,5,On-Time,Paid
19775,26/11/2023,Port Harcourt,Frozen Fish,675,358,Truck,Sunny,Medium,EcoMove,32.1,8.74,8.74,0,5.21,96.2,5,On-Time,Paid
19776,21/05/2023,Benin,Frozen Fish,494,468,Van,Sunny,Medium,FishFleet,34.9,7.41,7.41,0,5.65,115.96,4.5,On-Time,Paid
19777,29/06/2024,Port Harcourt,Frozen Fish,1264,108,Motorcycle,Sunny,High,BlueWave Logistics,30.9,2.04,3.53,89.4,5.22,28.97,1.6,Delayed,Paid
19778,12/02/2024,Benin,Frozen Fish,132,293,Truck,Rainy,Medium,MarineXpress,31.1,4.46,5.38,55.2,9.36,43.82,3.2,Delayed,Paid
19779,11/05/2023,Kano,Frozen Fish,203,147,Motorcycle,Rainy,Medium,EcoMove,34.1,2.12,2.69,34.2,11.1,18.54,3.4,Delayed,Paid
19780,30/04/2024,Lagos,Fresh Fish,483,702,Truck,Sunny,Low,EcoMove,28.9,11.1,11.1,0,5.52,178.04,5,On-Time,Paid
19781,04/04/2023,Lagos,Frozen Fish,466,341,Truck,Sunny,Low,MarineXpress,30,7.79,7.79,0,6.91,69.09,4.7,On-Time,Paid
19782,13/09/2023,Kaduna,Frozen Fish,1312,697,Motorcycle,Sunny,Low,MarineXpress,29.2,12.15,12.15,0,6.02,162.09,4.9,On-Time,Pending
19783,07/12/2023,Lagos,Frozen Fish,151,380,Motorcycle,Sunny,Medium,FishFleet,31.4,6.52,6.52,0,6.48,82.1,5,On-Time,Paid
19784,29/09/2024,Port Harcourt,Frozen Fish,211,208,Truck,Stormy,Medium,MarineXpress,20.8,3.16,3.83,40.2,8.87,32.83,4.1,Delayed,Paid
19785,25/11/2024,Lagos,Frozen Fish,691,62,Van,Sunny,Low,FishFleet,33.1,1,1,0,7.75,11.2,5,On-Time,Paid
19786,27/08/2023,Lagos,Frozen Fish,348,593,Van,Sunny,Low,EcoMove,31.3,12.57,12.57,0,8.25,100.63,5,On-Time,Pending
19787,11/10/2024,Kaduna,Frozen Fish,377,665,Van,Sunny,Medium,BlueWave Logistics,29.5,11.66,11.66,0,6.68,139.37,5,On-Time,Paid
19788,04/07/2024,Kano,Fresh Fish,582,43,Van,Sunny,High,BlueWave Logistics,28.8,0.66,2.76,126,8.46,7.12,1,Delayed,Paid
19789,02/01/2024,Kaduna,Fresh Fish,597,517,Truck,Stormy,Low,MarineXpress,36.4,9.68,10.81,67.8,8.32,87,2.3,Delayed,Pending
19790,11/08/2024,Port Harcourt,Frozen Fish,940,565,Truck,Sunny,Low,EcoMove,36.3,9.38,9.38,0,6.83,115.81,5,On-Time,Pending
19791,26/04/2024,Port Harcourt,Frozen Fish,475,337,Truck,Sunny,Low,FishFleet,37.4,6.06,6.06,0,6.5,72.58,4.5,On-Time,Paid
19792,19/06/2023,Lagos,Frozen Fish,1432,348,Truck,Sunny,Medium,BlueWave Logistics,35.9,5.16,5.16,0,10.77,45.24,5,On-Time,Paid
19793,16/06/2024,Enugu,Fresh Fish,1217,92,Truck,Rainy,Medium,FishFleet,30.2,1.66,2.03,22.2,11.4,11.3,5,Delayed,Paid
19794,14/09/2023,Lagos,Fresh Fish,173,337,Truck,Sunny,Medium,MarineXpress,32.4,7.16,7.16,0,10.48,45.02,5,On-Time,Paid
19795,15/11/2023,Kaduna,Fresh Fish,786,360,Truck,Sunny,High,EcoMove,32.5,7.98,10.09,126.6,5.82,86.6,1,Delayed,Paid
19796,30/11/2023,Benin,Frozen Fish,830,468,Truck,Rainy,Low,FishFleet,31.4,7.21,8.29,64.8,8.83,74.2,3.3,Delayed,Paid
19797,14/07/2024,Benin,Fresh Fish,222,586,Van,Sunny,High,MarineXpress,26.2,11.69,13.01,79.2,7.48,109.68,1.9,Delayed,Pending
